/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _IO_ungetc, 0x7f3998652860, 36, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, __libc_csu_init, 0x418580, 34, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, pthread_mutex_unlock, 0x7f399866aaf0, 34, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, applySavedMetaInfoToOutputFile, 0x4029f0, 33, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, pthread_key_delete, 0x7f39986677b0, 32, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _IO_un_link, 0x7f399865e330, 32, 8
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _init, 0x7f39985fac30, 31, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __sigsetjmp, 0x7f3998613110, 31, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __close_nocancel, 0x7f39986eaa10, 30, 5
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _IO_sgetn, 0x7f399865f050, 30, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, .plt.got, 0x7f39985f9370, 28, 7
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, mmap, 0x7f39986efbc0, 27, 3
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __open_nocancel, 0x7f39986eab80, 27, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, addFlagsFromEnvVar, 0x403f51, 26, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, utime, 0x7f39986e4db0, 25, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fopen_output_safely, 0x4028ba, 25, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, fstatat64, 0x7f39986e4ee0, 24, 3
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, read, 0x7f39986e5980, 24, 3
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __xstat, 0x7f39986f7620, 22, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __fcntl, 0x7f39986e5ea0, 21, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, fstat64, 0x7f39986e4e80, 21, 3
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, isempty_RL, 0x404ffc, 20, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, strlen@plt, 0x401150, 20, 18
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, pthread_getaffinity_np, 0x7f3998666d50, 20, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, getdents64, 0x7f39986b76a0, 18, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __default_morecore, 0x7f3998673630, 18, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _IO_file_read, 0x7f399865c9b0, 18, 3
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, init_RL, 0x404fdc, 18, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, brk, 0x7f39986eb9d0, 18, 2
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, munmap, 0x7f39986efc20, 18, 3
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, flush_RL, 0x405628, 16, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, ferror@plt, 0x4010f0, 15, 13
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, pthread_attr_init, 0x7f3998663480, 14, 1
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, __do_global_dtors_aux, 0x7f39988740b0, 13, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, saveInputFileMetaInfo, 0x4029c3, 13, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, register_tm_clones, 0x401390, 13, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, free@plt, 0x401080, 13, 11
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, malloc@plt, 0x401220, 13, 11
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __call_tls_dtors, 0x7f3998616d60, 12, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __secure_getenv, 0x7f3998616360, 12, 2
/lib64/ld-linux-x86-64.so.2, 0x7f39ac9b8000, .plt.sec, 0x7f39ac9ba050, 12, 6
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _IO_file_close, 0x7f399865b610, 12, 4
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, _start, 0x401310, 11, 1
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, register_tm_clones, 0x7f3998874070, 10, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, closedir, 0x7f39986b7520, 9, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __write, 0x7f39986e5a20, 9, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, BZ2_bsInitWrite, 0x40c8a8, 9, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, getrandom, 0x7f3998617c70, 9, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, exit, 0x7f39986165f0, 8, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, remove, 0x7f3998632ee0, 8, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, stat, 0x418610, 8, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, deregister_tm_clones, 0x401360, 8, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, __do_global_dtors_aux, 0x4013d0, 8, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, strstr@plt, 0x4012f0, 8, 6
/lib/x86_64-linux-gnu/libgomp.so.1, 0x7f399891d000, _init, 0x7f3998927000, 7, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, strncpy@plt, 0x4010a0, 7, 5
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, signal@plt, 0x4011d0, 7, 5
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _exit, 0x7f39986bbc70, 7, 1
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, _init, 0x7f3998874000, 7, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, unlink, 0x7f39986e7250, 6, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, _fini, 0x418630, 6, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, __getpagesize, 0x7f39986ec370, 6, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, call_gmon_start, 0x40133c, 6, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, chmod, 0x7f39986e5400, 6, 1
