24,0x40a468,0x40afb7,0x40b826,0x40565c,0x40cb2c,0x40ceee,0x405388,0x40c679,0x40c94c,0x4059f2,0x418294,0x405ac7,0x405c64,0x4016ce,0x40cac2,0x404f65,0x41216d,0x40ca9a,0x40ca25,0x408127,0x402b73,0x403eb0,0x402a83,0x4027f1
0x40afb7,0x40b16f,591143,0x40af61,0x40b174,mmed3
0x40afb7,0x40b0bc,511272,0x40abe8,0x40b0c1,mainSimpleSort
0x405ac7,0x405ba3,4190,0x40565c,0x405ba8,copy_input_until_stop
0x4016ce,0x401786,4171,0x40168e,0x40178b,myfeof
0x4016ce,0x4017ea,4170,0x407e2e,0x4017ef,BZ2_bzWrite
0x40ceee,0x4104ca,480,0x417d54,0x4104cf,BZ2_hbMakeCodeLengths

